Prov/Terr,CD/DR,CSD/SDR,CMA-CA/RMR-AR,Classification,Description,Total - Taxable Returns/Total - Déclarations imposables,Total Income - Taxable Returns/Revenu total - Déclarations imposables,Total Tax - Taxable Returns/Impôt total- Déclarations imposables,Average Income - Taxable Returns/  Revenu moyen - Déclarations imposables,Total - All Returns/Total - Toutes les déclarations,Total Income - All Returns/Revenu total - Toutes les déclarations ,"Under $10,000 - All Returns/Moins de 10 000$ - Toutes les déclarations ","$10,000 to $14,999 - All Returns/10 000$ à 14 999$ - Toutes les déclarations ","$15,000 to $19,999 - All Returns/15 000$ à 19 999$ - Toutes les déclarations","$20,000 to $24,999 - All Returns/20 000$ à 24 999$ - Toutes les déclarations ","$25,000 to $29,999 - All Returns/25 000$ à 29 999$ - Toutes les déclarations","$30,000 to $34,999 - All Returns/30 000$ à 34 999$ - Toutes les déclarations ","$35,000 to $39,999 - All Returns/35 000$ à 39 999$ - Toutes les déclarations","$40,000 to $44,999 - All Returns/40 000$ à 44 999$ - Toutes les déclarations ","$45,000 to $49,999 - All Returns/45 000$ à 49 999$ - Toutes les déclarations","$50,000 to $59,999 - All Returns/50 000$ à 59 999$ - Toutes les déclarations ","$60,000 to $69,999 - All Returns/60 000$ à 69 999$ - Toutes les déclarations ","$70,000 to $79,999 - All Returns/70 000$ à 79 999$ - Toutes les déclarations ","$80,000 to $89,999 - All Returns/80 000$ à 89 999$ - Toutes les déclarations ","$90,000 to $99,999 - All Returns/90 000$ à 99 999$ - Toutes les déclarations ","$100,000 to $149,999 - All Returns/100 000$ à 149 999$ - Toutes les déclarations ","$150,000 to $249,999 - All Returns/150 000$ à 249 999$ - Toutes les déclarations ","$250,000 and over - All Returns/250 000$ et plus - Toutes les déclarations ",Average Income - All Returns/  Revenu moyen - Toutes les déclarations
24,51,15,0,OUT/EXT     ,Louiseville,3350,133730000,11001000,40000,6470,172826000,1100,1020,1130,660,510,460,390,310,220,270,160,100,40,30,60,20,,27000
24,51,20,0,OUT/EXT     ,Yamachiche,1240,56632000,5877000,46000,2180,67761000,390,290,280,220,180,170,150,110,80,120,70,50,20,10,20,,,31000
24,51,25,0,OUT/EXT     ,Saint-Barnabé,580,24416000,2094000,42000,990,29325000,170,130,130,100,100,90,60,50,40,40,20,20,20,,,,,30000
24,51,30,0,OUT/EXT     ,Saint-Sévère,170,6969000,595000,41000,270,8277000,30,30,40,30,30,20,20,20,,,,10,,,,,,31000
24,51,35,0,OUT/EXT     ,Saint-Léon-le-Grand,430,16118000,1245000,37000,780,20353000,140,100,120,90,70,70,50,30,30,40,20,,,,,,,26000
24,51,40,0,OUT/EXT     ,Sainte-Ursule,600,23027000,1759000,38000,1100,29213000,200,140,190,130,80,90,70,60,30,40,30,20,,,20,,,27000
24,51,45,0,OUT/EXT     ,Saint-Justin,480,18910000,1537000,39000,880,23861000,140,120,150,90,60,70,50,50,30,50,30,10,10,,,,,27000
24,51,50,0,OUT/EXT     ,Saint-Édouard-de-Maskinongé,320,11534000,919000,36000,620,14991000,130,90,100,70,60,50,30,20,20,20,,10,,,,,,24000
24,51,55,0,OUT/EXT     ,Sainte-Angèle-de-Prémont,260,8701000,618000,34000,530,11977000,90,120,80,60,40,50,30,20,20,20,,,,,,,,23000
24,51,60,0,OUT/EXT     ,Saint-Paulin,660,24843000,1957000,38000,1220,31612000,220,190,200,120,100,80,70,70,50,50,40,10,10,,10,,,26000
24,51,65,0,OUT/EXT     ,Saint-Alexis-des-Monts,1440,54617000,4343000,38000,2770,70449000,540,440,450,270,220,210,160,120,90,110,60,40,10,20,30,,,25000
24,51,70,0,OUT/EXT     ,Saint-Mathieu-du-Parc,770,39778000,3693000,52000,1170,44850000,160,140,120,100,90,100,80,60,60,80,60,50,20,20,30,,,38000
24,51,75,0,OUT/EXT     ,Saint-Élie-de-Caxton,840,36135000,3353000,43000,1380,42477000,240,150,180,140,130,110,90,80,50,90,40,30,10,10,20,,,31000
24,51,80,0,OUT/EXT     ,Charette,460,20429000,1893000,45000,840,25194000,150,130,110,80,60,50,50,40,30,40,30,20,10,10,10,,,30000
24,51,90,0,OUT/EXT     ,Saint-Étienne-des-Grès,2220,105501000,10090000,47000,3420,119678000,510,370,380,300,240,260,230,220,170,260,170,120,60,30,60,30,,35000
24,51,0,0,TOTAL       ,Total (CD/DR),14960,626846000,54771000,42000,26540,767872000,4530,3700,3920,2670,2110,2050,1680,1330,990,1330,810,520,270,180,310,100,40,29000
24,52,17,0,OUT/EXT     ,Lanoraie,2110,97227000,9181000,46000,3570,115093000,650,420,410,300,240,270,270,220,160,240,150,80,60,40,60,20,10,32000
24,52,30,0,OUT/EXT     ,Sainte-Élisabeth,700,30636000,2701000,44000,1160,35810000,230,120,130,110,90,90,80,70,50,80,50,30,20,10,10,,,31000
24,52,35,0,OUT/EXT     ,Berthierville,3110,134174000,11852000,43000,5620,164195000,1060,750,800,490,420,380,400,280,220,290,190,110,70,40,70,20,10,29000
24,52,45,0,OUT/EXT     ,Saint-Ignace-de-Loyola,1130,50693000,4598000,45000,1790,59214000,270,190,240,160,140,150,140,100,90,110,80,60,30,20,20,20,,33000
24,52,50,0,OUT/EXT     ,La Visitation-de-l'Île-Dupas,260,14132000,1750000,55000,410,16136000,70,40,40,40,30,40,30,20,20,20,30,20,,,,,,40000
24,52,55,0,OUT/EXT     ,Saint-Barthélemy,590,24098000,1988000,41000,1100,30388000,200,160,170,100,100,80,50,50,60,70,30,20,,,,,,28000
24,52,62,0,OUT/EXT     ,Saint-Cuthbert,850,36212000,3167000,43000,1510,44126000,270,190,220,130,110,120,110,90,70,90,40,30,20,,20,,,29000
24,52,70,0,OUT/EXT     ,Saint-Norbert,440,18564000,1659000,42000,810,22860000,160,120,110,70,50,70,50,50,20,40,30,10,10,,,,,28000
24,52,75,0,OUT/EXT     ,Saint-Cléophas-de-Brandon,100,3889000,331000,41000,190,5029000,40,30,30,20,10,10,10,10,,,,,,,,,,27000
24,52,80,0,OUT/EXT     ,Saint-Gabriel,2110,86456000,7447000,41000,4420,113806000,920,750,770,350,310,290,230,160,140,200,120,60,40,30,40,10,10,26000
24,52,90,0,OUT/EXT     ,Saint-Didace,290,13535000,1185000,47000,560,16688000,120,80,80,60,40,30,30,20,20,30,20,10,,,10,,,30000
24,52,95,0,OUT/EXT     ,Mandeville,1000,39636000,3323000,40000,1900,50624000,370,280,300,160,180,140,100,90,70,90,40,30,20,10,10,,,27000
24,52,0,0,TOTAL       ,Total (CD/DR),12680,549253000,49181000,43000,23030,673969000,4350,3120,3290,1960,1710,1670,1500,1170,920,1250,790,460,280,170,270,100,50,29000
24,53,10,0,OUT/EXT     ,Massueville,220,8508000,707000,39000,430,10885000,110,60,40,40,40,30,30,20,10,20,10,,,,,,,25000
24,53,15,0,OUT/EXT     ,Saint-Aimé,250,10082000,787000,40000,430,12048000,90,50,60,40,40,30,30,20,20,20,20,,,,,,,28000
24,53,20,0,OUT/EXT     ,Saint-Robert,870,37710000,3376000,43000,1430,43736000,270,170,160,110,120,100,100,80,60,90,60,50,30,20,20,,,31000
24,53,40,0,OUT/EXT     ,Saint-Roch-de-Richelieu,1030,47490000,4561000,46000,1580,53841000,260,160,160,110,110,140,130,100,80,120,70,60,30,20,30,,,34000
24,53,72,0,OUT/EXT     ,Yamaska,850,36142000,3139000,42000,1520,44129000,290,200,200,150,110,120,110,80,60,70,50,40,20,10,30,,,29000
24,53,0,0,TOTAL       ,Total (CD/DR),3230,139932000,12569000,43000,5390,164639000,1010,640,620,450,430,410,390,300,220,320,210,160,90,60,80,10,,31000
24,54,8,0,OUT/EXT     ,Saint-Pie,2790,117012000,10249000,42000,4210,134806000,570,430,510,380,410,390,370,280,190,280,170,90,60,30,50,20,,32000
24,54,17,0,OUT/EXT     ,Saint-Damase,1470,64081000,5478000,44000,2180,73136000,280,230,230,210,190,190,230,150,110,150,90,40,30,20,30,10,,33000
24,54,25,0,OUT/EXT     ,Sainte-Madeleine,2740,128372000,12165000,47000,3950,142838000,530,380,370,320,320,340,310,270,230,300,210,140,80,50,80,30,,36000
24,54,60,0,OUT/EXT     ,Saint-Dominique,1330,56550000,4823000,43000,2000,64728000,290,190,220,170,170,190,180,140,110,150,80,50,30,,20,,,32000
24,54,65,0,OUT/EXT     ,Saint-Valérien-de-Milton,790,33926000,2860000,43000,1360,40305000,240,180,150,110,130,130,90,80,50,90,50,30,20,,10,,,30000
24,54,72,0,OUT/EXT     ,Saint-Liboire,1480,64665000,5555000,44000,2190,72832000,320,230,210,180,180,190,180,130,120,180,100,70,30,20,20,10,,33000
24,54,95,0,OUT/EXT     ,Sainte-Hélène-de-Bagot,830,33335000,2727000,40000,1250,38262000,210,110,140,120,120,120,100,80,60,80,50,30,20,,10,,,31000
24,54,100,0,OUT/EXT     ,Saint-Hugues,590,25330000,2157000,43000,1010,30428000,190,120,130,80,80,90,80,60,40,50,30,20,,,10,10,,30000
24,54,110,0,OUT/EXT     ,Saint-Jude,540,21153000,1689000,39000,990,27151000,170,160,120,90,90,80,70,60,50,50,30,20,10,,,,,27000
24,54,115,0,OUT/EXT     ,Saint-Bernard-de-Michaudville,300,12009000,945000,40000,490,14331000,100,60,50,50,40,40,40,20,20,30,20,20,,,,,,29000
24,54,120,0,OUT/EXT     ,Saint-Louis,330,12741000,1062000,39000,560,15069000,120,80,60,50,40,50,40,30,30,30,10,,,,,,,27000
24,54,125,0,OUT/EXT     ,Saint-Marcel-de-Richelieu,220,9145000,710000,41000,390,11226000,70,60,60,40,30,30,30,20,20,20,10,,,,,,,29000
24,54,0,0,TOTAL       ,Total (CD/DR),13420,578319000,50419000,43000,20570,665113000,3080,2210,2230,1790,1800,1820,1720,1320,1010,1410,840,510,300,160,250,90,30,32000
24,55,8,0,OUT/EXT     ,Ange-Gardien,1280,53303000,4623000,42000,1920,61083000,280,200,210,180,170,160,160,130,110,150,70,40,30,10,20,,,32000
24,55,15,0,OUT/EXT     ,Saint-Paul-d'Abbotsford,1400,65346000,5970000,47000,2280,75659000,390,260,280,200,140,160,150,120,110,160,110,70,40,30,50,20,,33000
24,55,23,0,OUT/EXT     ,Saint-Césaire,2940,129351000,11635000,44000,4560,149730000,660,490,530,420,340,430,350,280,220,350,190,90,60,30,60,30,10,33000
24,55,30,0,OUT/EXT     ,Sainte-Angèle-de-Monnoir,850,37002000,3208000,43000,1270,41632000,190,140,130,100,120,100,100,80,60,110,70,40,20,10,10,,,33000
24,55,37,0,OUT/EXT     ,Rougemont,1480,68223000,6448000,46000,2410,78972000,450,260,270,200,170,190,170,130,130,150,100,60,40,20,40,20,,33000
24,55,48,0,OUT/EXT     ,Marieville,5700,246546000,22218000,43000,8330,279709000,1070,840,870,720,680,760,710,580,470,660,410,250,130,80,90,20,,34000
24,55,0,0,TOTAL       ,Total (CD/DR),13640,599771000,54102000,44000,20750,686786000,3040,2180,2280,1810,1630,1800,1640,1330,1090,1570,940,540,310,190,280,90,30,33000
24,56,5,0,OUT/EXT     ,Venise-en-Québec,790,35764000,3183000,45000,1340,42840000,220,160,170,120,120,100,80,100,50,80,50,20,20,20,30,10,,32000
24,56,10,0,OUT/EXT     ,Saint-Georges-de-Clarenceville,540,25116000,2503000,46000,950,30056000,170,140,120,80,90,80,70,50,20,50,40,20,,,10,,,32000
24,56,15,0,OUT/EXT     ,Noyan,570,24193000,2092000,43000,1100,30217000,240,160,160,100,80,70,80,60,30,40,30,20,10,,20,,,28000
24,56,23,0,OUT/EXT     ,Lacolle,1250,54054000,4925000,43000,2040,63889000,360,240,260,180,160,150,140,120,90,120,70,50,30,10,30,10,,31000
24,56,30,0,OUT/EXT     ,Saint-Valentin,200,8158000,672000,41000,350,9772000,70,40,50,30,40,30,20,20,10,30,10,,,,,,,28000
24,56,35,0,OUT/EXT     ,Saint-Paul-de-l'Île-aux-Noix,1020,45003000,4242000,44000,1630,52730000,260,190,210,130,150,130,120,100,80,100,60,30,20,10,20,,,32000
24,56,42,0,OUT/EXT     ,Henryville,690,27556000,2274000,40000,1240,34466000,230,150,170,120,100,90,80,70,50,70,30,30,10,,10,,,28000
24,56,50,0,OUT/EXT     ,Saint-Sébastien,300,13044000,1001000,43000,530,15403000,110,70,70,40,50,40,40,30,30,30,20,10,,,,,,29000
24,56,55,0,OUT/EXT     ,Saint-Alexandre,1180,52835000,4616000,45000,1850,60425000,310,190,190,160,140,150,130,130,100,160,80,50,20,20,20,,,33000
24,56,60,0,OUT/EXT     ,Sainte-Anne-de-Sabrevois,1080,47751000,4389000,44000,1720,55439000,270,210,190,160,140,130,120,120,90,130,70,40,20,10,30,,,32000
24,56,65,0,OUT/EXT     ,Saint-Blaise-sur-Richelieu,1060,48213000,4361000,46000,1690,55588000,280,180,180,140,140,130,120,100,90,130,80,50,30,20,20,,,33000
24,56,97,0,OUT/EXT     ,Mont-Saint-Grégoire,1530,77275000,7510000,50000,2340,86365000,400,230,220,160,160,180,160,150,120,190,120,80,50,30,60,20,,37000
24,56,105,0,OUT/EXT     ,Sainte-Brigide-d'Iberville,600,25889000,2301000,43000,1000,30530000,170,130,100,100,70,90,70,60,40,60,30,30,20,20,,,,31000
24,56,0,0,TOTAL       ,Total (CD/DR),10820,484851000,44069000,45000,17770,567719000,3090,2070,2080,1520,1430,1360,1220,1100,800,1190,680,440,240,160,270,90,50,32000
24,57,33,0,OUT/EXT     ,Saint-Jean-Baptiste,1590,71201000,6460000,45000,2490,82439000,380,260,280,240,180,200,210,170,110,170,130,60,30,20,30,10,,33000
24,57,50,0,OUT/EXT     ,Saint-Marc-sur-Richelieu,1170,66823000,7002000,57000,1640,72964000,180,160,140,110,110,110,130,110,90,150,130,70,50,40,60,20,20,44000
24,57,57,0,OUT/EXT     ,Saint-Charles-sur-Richelieu,1040,56803000,6093000,55000,1540,63269000,220,150,150,120,110,100,110,100,90,120,70,60,30,30,60,20,10,41000
24,57,68,0,OUT/EXT     ,Saint-Denis-sur-Richelieu,1270,58553000,5518000,46000,1920,66519000,280,200,200,180,150,140,140,130,90,160,90,60,30,20,30,20,,35000
24,57,75,0,OUT/EXT     ,Saint-Antoine-sur-Richelieu,950,48257000,4769000,51000,1390,53527000,200,140,130,110,90,100,90,90,60,120,100,60,40,20,30,10,,39000
24,57,0,0,TOTAL       ,Total (CD/DR),6000,301637000,29841000,50000,8980,338717000,1260,900,900,760,640,650,670,580,430,710,510,310,180,130,210,80,40,38000
24,59,30,0,OUT/EXT     ,Calixa-Lavallée,260,13464000,1393000,51000,410,15290000,60,50,40,30,20,30,30,20,20,30,30,20,,,10,,,37000
24,59,0,0,TOTAL       ,Total (CD/DR),260,13464000,1393000,51000,410,15290000,60,50,40,30,20,30,30,20,20,30,30,20,,,10,,,37000
24,61,13,0,OUT/EXT     ,Crabtree,1990,90382000,8371000,45000,3150,104860000,500,340,340,260,210,270,220,220,140,260,190,90,50,30,40,10,,33000
24,61,27,0,OUT/EXT     ,Saint-Thomas,1620,73236000,6694000,45000,2570,84807000,390,290,290,210,190,190,200,180,120,190,120,70,50,20,40,,,33000
24,61,40,0,OUT/EXT     ,Saint-Ambroise-de-Kildare,2010,91040000,8052000,45000,3140,103913000,520,340,360,250,230,240,210,190,130,240,170,120,40,40,50,20,,33000
24,61,45,0,OUT/EXT     ,Notre-Dame-de-Lourdes,1390,55137000,4548000,40000,2290,65130000,410,270,290,200,190,210,160,150,90,130,80,50,20,10,20,,,29000
24,61,50,0,OUT/EXT     ,Sainte-Mélanie,1450,70397000,7211000,48000,2330,80780000,390,240,290,200,190,170,170,130,110,160,100,80,30,10,40,10,10,35000
24,61,0,0,TOTAL       ,Total (CD/DR),8460,380192000,34877000,45000,13460,439491000,2200,1480,1560,1120,1020,1080,960,870,590,970,660,410,180,110,180,50,30,33000
24,62,7,0,OUT/EXT     ,Saint-Félix-de-Valois,2950,129993000,11568000,44000,4850,152447000,830,570,610,410,410,390,330,260,220,290,210,110,60,40,60,30,10,31000
24,62,15,0,OUT/EXT     ,Saint-Jean-de-Matha,1990,83562000,7084000,42000,3540,102531000,650,460,510,340,280,270,230,200,130,160,120,80,30,30,40,20,,29000
24,62,20,0,OUT/EXT     ,Sainte-Béatrix,830,36123000,3265000,43000,1430,43200000,270,190,160,130,110,120,100,80,70,90,50,30,20,,20,10,,30000
24,62,25,0,OUT/EXT     ,Saint-Alphonse-Rodriguez,1700,75030000,6679000,44000,2780,88152000,450,360,320,260,210,220,200,160,120,190,100,80,40,30,40,10,,32000
24,62,30,0,OUT/EXT     ,Sainte-Marcelline-de-Kildare,700,33560000,3329000,48000,1150,39277000,190,140,120,110,90,90,80,60,50,70,50,40,20,,20,,,34000
24,62,37,0,OUT/EXT     ,Rawdon,4720,206930000,18751000,44000,8850,255916000,1790,1210,1210,820,670,610,540,410,310,480,280,190,130,60,110,40,20,29000
24,62,47,0,OUT/EXT     ,Chertsey,2120,86389000,7387000,41000,4140,109314000,930,570,560,380,350,260,270,200,120,190,120,80,30,40,40,,,26000
24,62,53,0,OUT/EXT     ,Entrelacs,470,22068000,2127000,47000,800,25983000,150,80,110,70,60,70,50,40,40,40,30,20,10,,,,,32000
24,62,55,0,OUT/EXT     ,Notre-Dame-de-la-Merci,470,19266000,1665000,41000,830,23528000,150,110,120,90,70,50,40,60,20,40,30,20,,,10,,,28000
24,62,60,0,OUT/EXT     ,Saint-Donat,2240,114458000,11748000,51000,3590,131923000,500,410,470,350,280,260,220,230,140,250,130,90,70,50,90,40,30,37000
24,62,65,0,OUT/EXT     ,Saint-Côme,1040,42050000,3555000,40000,1970,52354000,410,260,300,190,160,140,100,100,60,80,50,40,30,10,20,,,27000
24,62,70,0,OUT/EXT     ,Sainte-Émélie-de-l'Énergie,670,27887000,2414000,42000,1330,35760000,270,190,210,120,90,90,80,70,50,50,40,20,20,,10,,,27000
24,62,75,0,OUT/EXT     ,Saint-Damien,990,42596000,3763000,43000,1850,52531000,390,250,250,180,140,120,110,110,70,80,60,30,30,10,20,10,,28000
24,62,80,0,OUT/EXT     ,Saint-Zénon,530,19790000,1564000,37000,980,25082000,200,140,140,110,80,70,70,60,30,40,20,20,,,,,,26000
24,62,85,0,OUT/EXT     ,Saint-Michel-des-Saints,1250,49056000,4253000,39000,2170,60265000,390,260,320,250,210,180,150,120,70,80,40,40,20,,20,,,28000
24,62,802,0,OUT/EXT     ,Manawan,20,703000,70000,44000,1020,12911000,600,130,50,40,40,40,40,20,20,20,10,,,,,,,13000
24,62,0,0,TOTAL       ,Total (CD/DR),22690,989460000,89222000,44000,41280,1211174000,8160,5320,5460,3840,3240,2990,2600,2180,1520,2140,1340,870,520,300,500,210,110,29000
24,63,5,0,OUT/EXT     ,Sainte-Marie-Salomé,550,24445000,2185000,44000,960,29216000,180,110,130,70,50,80,60,60,40,70,40,40,10,,10,,,31000
24,63,13,0,OUT/EXT     ,Saint-Jacques,1910,83206000,7242000,44000,3240,99185000,560,420,390,280,230,250,250,180,150,200,130,70,50,30,40,10,,31000
24,63,20,0,OUT/EXT     ,Saint-Alexis,640,30276000,2787000,47000,1150,35781000,250,140,130,80,80,100,70,50,60,70,50,20,20,,10,,,31000
24,63,30,0,OUT/EXT     ,Saint-Esprit,910,39504000,3460000,43000,1550,47655000,260,190,220,140,130,110,110,80,70,100,60,30,20,10,20,,,31000
24,63,35,0,OUT/EXT     ,Saint-Roch-de-lAchigan,2350,107731000,10133000,46000,3890,125460000,720,410,470,330,290,270,290,230,140,250,170,120,70,40,60,20,10,32000
24,63,40,0,OUT/EXT     ,Saint-Roch-Ouest,20,760000,63000,42000,30,859000,,,,,,,,,,,,,,,,,,30000
24,63,48,0,OUT/EXT     ,Saint-Lin--Laurentides,7430,303472000,26147000,41000,12420,358697000,2440,1410,1490,1090,960,1010,850,710,560,820,480,260,130,90,90,30,,29000
24,63,55,0,OUT/EXT     ,Saint-Calixte,2280,90941000,7760000,40000,4540,116281000,1070,660,620,380,320,350,270,230,160,200,130,70,40,20,30,10,,26000
24,63,60,0,OUT/EXT     ,Sainte-Julienne,3980,160742000,13739000,40000,6990,195164000,1430,850,870,620,530,570,500,360,280,400,240,130,60,50,80,,,28000
24,63,65,0,OUT/EXT     ,Saint-Liguori,1250,55542000,4909000,44000,2020,64935000,340,230,220,180,180,150,150,130,90,120,110,50,30,20,40,10,,32000
24,63,0,0,TOTAL       ,Total (CD/DR),21310,896619000,78425000,42000,36760,1073235000,7240,4420,4530,3160,2760,2880,2550,2020,1530,2240,1410,800,420,260,380,110,40,29000
24,68,5,0,OUT/EXT     ,Saint-Bernard-de-Lacolle,680,32260000,3248000,48000,1170,37756000,240,130,130,90,100,80,90,60,50,80,40,30,20,,20,,,32000
24,68,10,0,OUT/EXT     ,Hemmingford,1190,55177000,4883000,46000,2120,66252000,430,260,270,210,150,150,110,100,90,110,70,60,30,20,40,10,,31000
